"","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcologicalSiteId","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover","TotalFoliarCover","GapCover_25_50","GapCover_51_100","GapCover_101_200","GapCover_200_plus","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape"
"8798","16081712471161842016-09-01","1608171247116184","Sandy-468","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16081712471161842016-09-01","R042XB012NM",NA,32.027543,-106.944136,2016-08-16 18:00:00,2016-08-16 18:00:00,38.33333333,12,0.66666667,0,8.73333333,86.06666667,95.46666667,2.72222222,4,2.46666667,0,0.66666667,5,0,5,0.66666667,1.33333333,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0,5,5,0,1.66666667,0.66666667,5,1.33333333,0,0,1.33333333,39.66666667,0.66666667,39.33333333,0,0.66666667,4.33333333,0,1.33333333,5.66666667,0,0,0,0,0,0,0,0,0,0,0,31.66666667,0.66666667,31,0,0,0,0,0,0,18,0,0,11.57142857,11.63636364,11,NA,11.77777778,11.77777778,NA,11.77777778,11.75,5.2,11.77777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,0,NA,NA,"MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{60F1A65C-6970-4663-A49F-68BF79FE89B2}",c(-106.944136, 32.027543)
"8800","16082408544987542016-09-01","1608240854498754","Loam-332","NM","NM","Luna","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16082408544987542016-09-01","R042XB014NM",NA,32.44974,-107.32378,2016-08-23 18:00:00,2016-08-23 18:00:00,79.66666667,14.66666667,4.24,7.90666667,16.97333333,60.82666667,89.94666667,2.77777778,3,2.76470588,0,0,13.33333333,0,13.33333333,0,0,1.66666667,0,0,14.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,13.33333333,0,0,0,13.33333333,0,0,0,0,10.33333333,0,10.33333333,0,0,13.33333333,0,0,1.33333333,0,0,0,0,0,0,0,0,0,0,0,5.66666667,0,5.66666667,0,0,0,0,0,0,0,0,0,13,31.44444444,NA,NA,31.44444444,31.44444444,NA,31.44444444,NA,NA,31.44444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",34,0,NA,NA,NA,"BOER4; BOGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{12F25C49-25DF-4FEF-AEAF-285CAEB04423}",c(-107.32378, 32.4497400000001)
"8801","16082413194684612016-09-01","1608241319468461","Hills-190","NM","NM","Luna","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16082413194684612016-09-01","R042XB027NM",NA,32.492813,-107.236043,2016-08-23 18:00:00,2016-08-23 18:00:00,35,17,8.52,18.58666667,25.53333333,33.8,86.44,3.44444444,3,3.47058824,3.33333333,0.66666667,11.66666667,0,14.66666667,0.66666667,1.33333333,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,3.33333333,0,11.66666667,11.66666667,0,0,10,14.66666667,1.33333333,0,0,1.33333333,11.33333333,2.33333333,9,3,0.33333333,11.33333333,0,1.33333333,1,0,0,0,0,0,0,0,0,0,0,0,10.33333333,2.33333333,8,0,0,0,0,0,0,37.66666667,0,0,59.75,11.19230769,14,13.6,9.13333333,9.13333333,NA,9.13333333,NA,8.92857143,10.25,87,87,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",34,0,NA,NA,NA,"BOER4; BOGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{09595A6A-D817-4AEE-85AE-189F782DB16E}",c(-107.236043, 32.4928130000001)
"8802","16082509252268562016-09-01","1608250925226856","Sandy-466","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16082509252268562016-09-01","R042XB012NM",NA,31.949524,-106.886231,2016-08-24 18:00:00,2016-08-24 18:00:00,51,29.33333333,0,10.64,11.34666667,58.42666667,80.41333333,1.16666667,1.42857143,1,1,0.33333333,2,0,3,0.33333333,21.33333333,1.33333333,0,0,23.66666667,0,0,13,0,13,0,0,0,0,0,13,1.33333333,1,0,15,15,0,2,0,16,21.33333333,0,0,21.33333333,41,2.66666667,39,1,0.33333333,0,0,20.33333333,1,0,0,0,0,6.66666667,0,0,0,0,0,0,19.66666667,2,17.66666667,0,0,0,0,0,0,0,0,0,64.875,33.78571429,19.5,18,36.16666667,36.16666667,38.18181818,14,14,NA,34.76923077,70.92857143,70.92857143,NA,NA,NA,NA,NA,NA,NA,NA,1,"ERLE",19,0,NA,NA,"MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{B83FBE39-30A2-4537-831B-07A5614FCB79}",c(-106.886231, 31.9495240000001)
"8803","16120115331089512016-09-01","1612011533108951","Bottom-016","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16120115331089512016-09-01","R042XB018NM",NA,32.4263,-107.06,2016-11-29 17:00:00,2016-11-29 17:00:00,39,50.66666667,5.97333333,13.44,6.12,30.48,56.01333333,3.83333333,4.875,3,1,8,41.66666667,1.66666667,42.33333333,9.33333333,0,0,0.33333333,0,50.33333333,0,0.66666667,0,0,0,0.66666667,0,0,0,0,0.66666667,9.33333333,1,0,43.33333333,41.66666667,1.66666667,0.33333333,0,42.33333333,0,0,0,0,41.33333333,0.33333333,41.33333333,0.66666667,6,41.33333333,1.66666667,0,0,0.33333333,0,0,0.66666667,0,0,0,0,0,0,0,5.66666667,0,5.66666667,0,0,0,0,0,0,4.66666667,0,0,6,29.93103448,4.6,8,35.20833333,44.88888889,NA,44.88888889,NA,NA,42.94736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",31,0,NA,NA,"BOCU; MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{E7A49505-6990-4B40-8E3D-885AB039E4EE}",c(-107.06, 32.4263)
"8804","16112309202346402016-09-01","1611230920234640","Mal-377","NM","NM","Luna","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16112309202346402016-09-01","R042XB015NM",NA,32.0112,-107.341,2016-11-16 17:00:00,2016-11-16 17:00:00,29.66666667,40,0.88,5.02666667,9.49333333,74.56,89.96,3.38888889,2.83333333,3.66666667,2,10.33333333,0,12,2,20,20,0.33333333,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11.66666667,2,0,12,0,12,0,0,2,20,0,0,20,52.66666667,6.33333333,51.33333333,1.66666667,8.66666667,0,9.66666667,20,0,0,0,0,0,0,0,0,0,0,0,0,25,3.33333333,21.66666667,0,0,0,0,0,0,5.33333333,0,0,59,17.5862069,18.85714286,22.4,14.25,NA,NA,NA,NA,NA,22.4,59,59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{503157F2-346F-42BA-838B-2154E3807BD6}",c(-107.341, 32.0112)
"8805","1611231027411542016-09-01","161123102741154","Gloam-116","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/1611231027411542016-09-01","R042XB035NM",NA,32.2507,-106.6371,2016-11-20 17:00:00,2016-11-20 17:00:00,8.33333333,44,1.14666667,6.18666667,7.41333333,53.64,68.38666667,3.55555556,3.8,3.46153846,0.33333333,6,6.66666667,15,7,20.33333333,25,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,6.33333333,0.33333333,0,21.66666667,6.66666667,15,5.66666667,0.33333333,7,25,0,0,25,40,4.66666667,37,0.33333333,4.33333333,3.33333333,11,25,0,0,0,0,0,0,0,0,0,0,0,0,17,3,14,0,0,0,0,0,0,30.66666667,0,0,69.35294118,19.26666667,26.77777778,NA,16.04761905,34,NA,34,34,NA,34,69.35294118,69.35294118,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,0,NA,NA,"MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{EF87BD16-C596-41CB-81AF-CDDA5AC72BFA}",c(-106.6371, 32.2507000000001)
"8806","16112311152389002016-09-01","1611231115238900","Sandy-465","NM","NM","Luna","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16112311152389002016-09-01","R042XB012NM",NA,32.0299,-107.3818,2016-11-16 17:00:00,2016-11-16 17:00:00,62.66666667,16,0.52,0,5.78666667,81.46666667,87.77333333,1.83333333,3.25,1.42857143,0,2,0,0.66666667,0,2.66666667,10,3.66666667,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.66666667,0,0.66666667,0,0.66666667,0,10,0,0,10,32,3.66666667,31,0,1.66666667,0,0.66666667,10,3.66666667,0,0,0,0,0,0,0,0,0,0,0,21.33333333,2.33333333,19,0,0,0,0,0,0,0,0,0,60.88888889,8.91666667,8.91666667,10,NA,NA,NA,NA,NA,NA,10,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,0,NA,NA,NA,"ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{F1A746A9-26A1-4285-9510-AF68620E4BA8}",c(-107.3818, 32.0299000000001)
"8807","16112312420512502016-09-01","1611231242051250","Gravel-076","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16112312420512502016-09-01","R042XB018NM",NA,31.9625,-107.0173,2016-11-21 17:00:00,2016-11-21 17:00:00,30,50.66666667,2.78666667,5.81333333,6.17333333,53.72,68.49333333,4.44444444,5,3.75,0.33333333,3.33333333,23.66666667,23,23.66666667,24.66666667,16,1,0.66666667,0,50.66666667,0,0,0,0,0,0,0,0,0,0,0,3.66666667,0.33333333,0,44,23.66666667,23,18.66666667,1,23.66666667,16,0,0,16,52.33333333,0,52.33333333,0,1.33333333,12.33333333,19.66666667,15.66666667,1,0.66666667,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,1.33333333,0,0,84.125,31.31034483,28.83333333,10,31.95652174,50.72727273,NA,50.72727273,75.2,NA,47.33333333,84.125,84.125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35,0,NA,NA,"MUPO2","ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{EBCA41E0-47D5-4717-9C46-F1E722BAE238}",c(-107.0173, 31.9625)
"8808","16120116430894482016-09-01","1612011643089448","Mal-406","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16120116430894482016-09-01","R042XB015NM",NA,32.0237,-107.3331,2016-11-30 17:00:00,2016-11-30 17:00:00,52,25.33333333,1.06666667,8.53333333,9.6,73.62666667,92.82666667,1.44444444,1,1.66666667,3,7.33333333,0,8.33333333,3,14.66666667,1,1,6,0,25.33333333,0,0,0,0,0,0,0,0,0,0,0,10.33333333,3,0,8.33333333,0,8.33333333,0,0,3,1,0,0,1,33.33333333,1,32.66666667,3,7,0,7.33333333,1,1,6,0,0,0,0,0,0,0,0,0,0,22.33333333,0.66666667,21.66666667,0,0,0,0,0,0,0.33333333,0,0,96.57142857,17.4,21.4375,24.66666667,10.22222222,NA,NA,NA,NA,NA,24.66666667,144.5,144.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{06E0F901-9636-4D90-8F24-ADD162A77EC4}",c(-107.3331, 32.0237000000001)
"8809","16111616413783122016-09-01","1611161641378312","NR-SEED-TRT-01","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16111616413783122016-09-01","R042XB021NM",NA,32.013304,-106.544725,2016-11-13 17:00:00,2016-11-13 17:00:00,7,14,1.56,4.74666667,17.49333333,70.02666667,93.82666667,3.27777778,4,3.13333333,4.66666667,0,5,0.33333333,9.66666667,0.33333333,4.33333333,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4.66666667,4.66666667,0,5.33333333,5,0.33333333,0,5,9.66666667,4.33333333,0,0,4.33333333,16.66666667,0.66666667,16,4.66666667,0,5,0,4.33333333,0,0,0,0,0,0,0,0,0,0,0,0,11.66666667,0.66666667,11,0,0,0,0,0,0,67.33333333,0,0,21.85714286,8.04761905,9.42857143,9.42857143,7.35714286,7.35714286,NA,7.35714286,NA,7.35714286,8.04761905,23.83333333,23.83333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,0,NA,NA,"MUPO2","BOGR2; DAPU7; ARPU9; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESR","Treatment Effectiveness","Targeted","Non-random targeted","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{DC6F3D57-09E0-46BF-97D4-B636E527DD35}",c(-106.544725, 32.0133040000001)
"8810","16111616421338472016-09-01","1611161642133847","Lime-293","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16111616421338472016-09-01","R042XB010NM",NA,32.262404,-106.597326,2016-11-14 17:00:00,2016-11-14 17:00:00,5.66666667,30.33333333,2.93333333,6.01333333,23.61333333,48.94666667,81.50666667,3.55555556,4.75,3.21428571,0.33333333,0,4.66666667,0,5,0,23,6,0.33333333,0,30.33333333,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,4.66666667,4.66666667,0,0,4.66666667,5,23,0,0,23,31.33333333,3.66666667,29.66666667,0.33333333,0,3.33333333,0,22.66666667,3.66666667,0.33333333,0,0,0,0,0,0,0,0,0,0,15.33333333,3,12.33333333,0,0,0,0,0,0,48.66666667,0,0,47.375,9.3125,12.33333333,12.33333333,7.5,7.5,NA,7.5,NA,7.5,9.3125,60,60,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,0,NA,NA,"MUPO2","DAPU7; ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{515B6561-493B-4823-BF1F-D2935336AF32}",c(-106.597326, 32.2624040000001)
"8811","16111616431594222016-09-01","1611161643159422","PTNM 431","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16111616431594222016-09-01","R042XB021NM",NA,32.394479,-106.918573,2016-11-14 17:00:00,2016-11-14 17:00:00,2.33333333,58.33333333,7.45333333,17.45333333,24.61333333,11.69333333,61.21333333,5.11111111,5.1,5.125,6,0,31.33333333,0.33333333,35.66666667,0.33333333,22.33333333,1.33333333,6,0,58.33333333,0,0,0,0,0,0,0,0,0,0,0,6,6,0,31.66666667,31.33333333,0.33333333,0,8.33333333,35.66666667,22.33333333,0,0,22.33333333,40.33333333,5.33333333,37,4,0,27,0,20.33333333,1.33333333,5.66666667,0,0,0,0,0,0,0,0,0,0,13.33333333,3,10.33333333,0,0,0,0,0,0,26,0,0,62.7,37.37037037,10.83333333,10.83333333,44.95238095,44.95238095,NA,44.95238095,NA,36.4,37.37037037,58.4,58.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39,0,NA,NA,"MUPO2","BOER4; ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLCS Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{3B2DC5E6-4E0E-4310-AFFE-5476E2F697B7}",c(-106.918573, 32.394479)
"8812","16111616433990922016-09-01","1611161643399092","Shallow-576","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16111616433990922016-09-01","R042XB012NM",NA,31.799207,-107.276923,2016-11-15 17:00:00,2016-11-15 17:00:00,52.33333333,23.66666667,2.6,10.85333333,16.74666667,51.05333333,81.25333333,1.16666667,1.75,1,2,14.33333333,0,0,2,14.33333333,5.33333333,2.33333333,1,0,23.66666667,0,0,0,0,0,0,0,0,0,0,0,15.66666667,2,0,0,0,0,0,0,2,5.33333333,0,0,5.33333333,31,1,30.66666667,2,13,0,0,5.33333333,2.33333333,1,0,0,0,0,0,0,0,0,0,0,21.66666667,1,20.66666667,0,0,0,0,0,0,2.33333333,0,0,65.42857143,12.14285714,12.94444444,NA,7.33333333,NA,NA,NA,NA,NA,NA,83.8,83.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{E69FE8DE-12E8-438C-BE80-A47E0E27D597}",c(-107.276923, 31.799207)
"8814","16100510513021652016-09-01","1610051051302165","Sandy-462","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16100510513021652016-09-01","R042XB012NM",NA,31.862162,-106.945461,2016-10-04 18:00:00,2016-10-04 18:00:00,53.33333333,34,0,1.17333333,0,62.46666667,63.64,1,1,1,0,0,0,0,0,0,31,5.66666667,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,34,3.33333333,31.33333333,0,0,0,0,30.66666667,3.33333333,0,0,0,0,0,0,0,0,0,0,0,8,1.33333333,6.66666667,0,0,0,0,0,0,4.66666667,0,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.25,95.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{634CF647-3A32-44A1-A888-08F38F789B42}",c(-106.945461, 31.8621620000001)
"8815","16100515373142542016-09-01","1610051537314254","Sandy-469","NM","NM","Dona Ana","New Mexico Las Cruces FO 2016","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/16100515373142542016-09-01","R042XB012NM",NA,31.827062,-106.850356,2016-10-04 18:00:00,2016-10-04 18:00:00,45,31,4.62666667,6.57333333,7.24,56.85333333,75.29333333,2.38888889,3.71428571,1.54545455,1.66666667,0,0,0,1.66666667,0,18,10.33333333,1.33333333,0,31,0,0,0,0,0,0,0,0,0,0,0,1.66666667,1.66666667,0,0,0,0,0,0,1.66666667,18,0,0,18,38.33333333,5.33333333,36.66666667,1.66666667,0,0,0,18,10,1.33333333,0,0,0,0,0,0,0,0,0,0,19,3.66666667,15.33333333,0,0,0,0,0,0,5,0,0,78.13333333,9.85714286,9.85714286,11.33333333,NA,NA,NA,NA,NA,NA,11.33333333,115.14285714,115.14285714,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:34,"2016-09-01","NM_LasCrucesDO_LUP_2016_5-3b_01.mdb","{2E41F0D0-5DE0-4E32-996C-3826B98EE621}",c(-106.850356, 31.8270620000001)
